#zone, q, logR, logRho, logT, logP, logPgas, luminosity, x_mass_fraction_H, y_mass_fraction_He, z_mass_fraction_metals, gamma1, opacity, pp, cno, gradr, gradT, grada, actual_gradT 
493, 9.8314852946758158E-001, 4.9335611667898638E-001, -1.4483574214205246E+000, 6.7146482079617318E+000, 1.3423769657195759E+001, 1.3392888887777417E+001, 2.0227865623440226E+004, 6.9999999999388507E-001, 2.8000000000611502E-001, 1.9999999999999907E-002, 1.5859357016095681E+000, 5.6718507915000838E-001, 2.5682880733733200E-005, 2.3901864895555490E-012, 2.1766774238623560E-001, 2.1766774238623560E-001, 3.4213540620429839E-001, 2.1766773737728207E-001 
494, 9.8257391105521064E-001, 4.9171293749562567E-001, -1.4325701823414116E+000, 6.7189937597141185E+000, 1.3443714172592799E+001, 1.3413021634728741E+001, 2.0227064576490775E+004, 6.9999999999326346E-001, 2.8000000000673664E-001, 1.9999999999999907E-002, 1.5862684232248629E+000, 5.6404597375479426E-001, 2.8240704222341012E-005, 3.2059982356098681E-012, 2.1785968358535612E-001, 2.1785968358535612E-001, 3.4236830422077852E-001, 2.1785968287111210E-001 
495, 9.8198174984530440E-001, 4.9006135519184102E-001, -1.4168098718608797E+000, 6.7233375646571512E+000, 1.3463632414183166E+001, 1.3433125516296224E+001, 2.0226232825612668E+004, 6.9999999999258056E-001, 2.8000000000741937E-001, 2.0000000000000018E-002, 1.5865973533010214E+000, 5.6095711489727151E-001, 3.1043949127664972E-005, 4.2957980621492548E-012, 2.1805977602518925E-001, 2.1805977602518925E-001, 3.4259939307399662E-001, 2.1805977032945240E-001 
496, 9.8137163803701399E-001, 4.8840147571672665E-001, -1.4010781852785703E+000, 6.7276793472650711E+000, 1.3483522641213717E+001, 1.3453198779906153E+001, 2.0225369393879766E+004, 6.9999999999183160E-001, 2.8000000000816855E-001, 1.9999999999999796E-002, 1.5869238645574559E+000, 5.5791227668201770E-001, 3.4114985867766207E-005, 5.7499826106865135E-012, 2.1826563954743683E-001, 2.1826563954743683E-001, 3.4282858137090677E-001, 2.1826563522927514E-001 
497, 9.8074316328590616E-001, 4.8673340223498074E-001, -1.3853765958356730E+000, 6.7320188107614021E+000, 1.3503383235676560E+001, 1.3473239811189403E+001, 2.0224473296740885E+004, 6.9999999999100970E-001, 2.8000000000899050E-001, 1.9999999999999796E-002, 1.5872478628623521E+000, 5.5490536554755276E-001, 3.7478092609130904E-005, 7.6881894895494485E-012, 2.1847492043420472E-001, 2.1847492043420472E-001, 3.4305546227260963E-001, 2.1847492169506821E-001 
498, 9.8009590417415016E-001, 4.8505722367348630E-001, -1.3697061524316110E+000, 6.7363556769559390E+000, 1.3523212877682319E+001, 1.3493247310013658E+001, 2.0223543507226921E+004, 6.9999999999010798E-001, 2.8000000000989222E-001, 1.9999999999999796E-002, 1.5875684408650512E+000, 5.5193018878154321E-001, 4.1159646042428121E-005, 1.0268577184203207E-011, 2.1868532333538623E-001, 2.1868532333538623E-001, 3.4327993837886644E-001, 2.1868532412152866E-001 
499, 9.7942942239916164E-001, 4.8337299705124925E-001, -1.3540674478201717E+000, 6.7406897137460300E+000, 1.3543010664789536E+001, 1.3513220409975041E+001, 2.0222578947826096E+004, 6.9999999998911977E-001, 2.8000000001088043E-001, 1.9999999999999796E-002, 1.5878851592232994E+000, 5.4898060769577572E-001, 4.5188321274569856E-005, 1.3700000890809344E-011, 2.1889460313248127E-001, 2.1889460313248127E-001, 3.4350251439384649E-001, 2.1889459771073788E-001 
500, 9.7874325985965394E-001, 4.8168074423568480E-001, -1.3384604229540136E+000, 6.7450207413278811E+000, 1.3562776129782300E+001, 1.3533158695179100E+001, 2.0221578485266757E+004, 6.9999999998803630E-001, 2.8000000001196396E-001, 1.9999999999999796E-002, 1.5881981989770846E+000, 5.4605049912370363E-001, 4.9595324570723497E-005, 1.8257973649888306E-011, 2.1910058906266158E-001, 2.1910058906266158E-001, 3.4372363236288839E-001, 2.1910058519021453E-001 
501, 9.7803693631930433E-001, 4.7998045153088498E-001, -1.3228842339144502E+000, 6.7493486434906238E+000, 1.3582509279168013E+001, 1.3553062237808945E+001, 2.0220540908655741E+004, 6.9999999998684936E-001, 2.8000000001315084E-001, 1.9999999999999796E-002, 1.5885079450708526E+000, 5.4313401691147334E-001, 5.4414658391065074E-005, 2.4305590484231930E-011, 2.1930122632382157E-001, 2.1930122632382157E-001, 3.4394277086215008E-001, 2.1930123449088629E-001 
502, 9.7730994438738639E-001, 4.7827206393484517E-001, -1.3073377653265099E+000, 6.7536733749270210E+000, 1.3602210599338694E+001, 1.3572931602249758E+001, 2.0219464920938917E+004, 6.9999999998554918E-001, 2.8000000001445086E-001, 2.0000000000000018E-002, 1.5888143663528338E+000, 5.4022629050528659E-001, 5.9683335835719922E-005, 3.2320899285045179E-011, 2.1949476493099240E-001, 2.1949476493099240E-001, 3.4415923969388995E-001, 2.1949477588290470E-001 
503, 9.7656174881203062E-001, 4.7655548845048140E-001, -1.2918202136644026E+000, 6.7579949779090054E+000, 1.3621880977320096E+001, 1.3592767755356904E+001, 2.0218349191075562E+004, 6.9999999998412599E-001, 2.8000000001587416E-001, 1.9999999999999796E-002, 1.5891170028103436E+000, 5.3732974299059622E-001, 6.5441589015473398E-005, 4.2932705565912338E-011, 2.1968113946659851E-001, 2.1968113946659851E-001, 3.4437272581553224E-001, 2.1968114709016148E-001 
504, 9.7579178757959617E-001, 4.7483059906313074E-001, -1.2763313201401272E+000, 6.7623135996719892E+000, 1.3641521598879779E+001, 1.3612571952694603E+001, 2.0217192392763172E+004, 6.9999999998256734E-001, 2.8000000001743286E-001, 1.9999999999999796E-002, 1.5894153986178217E+000, 5.3444938608512393E-001, 7.1733123505734529E-005, 5.6967422344162552E-011, 2.1986230393747896E-001, 2.1986230393747896E-001, 3.4458360233996754E-001, 2.1986229841097904E-001 
505, 9.7499947374439067E-001, 4.7309724181098878E-001, -1.2608710745836782E+000, 6.7666294809127487E+000, 1.3661133853098214E+001, 1.3632345640010007E+001, 2.0215993214870970E+004, 6.9999999998086149E-001, 2.8000000001913866E-001, 1.9999999999999796E-002, 1.5897098455384355E+000, 5.3159005054012520E-001, 7.8605450340030387E-005, 7.5510317216842853E-011, 2.2004068962401629E-001, 2.2004068962401629E-001, 3.4479266609104314E-001, 2.2004066546709497E-001 
506, 9.7418419706385884E-001, 4.7135523988884498E-001, -1.2454387781331469E+000, 6.7709429406074531E+000, 1.3680719263541906E+001, 1.3652090384229666E+001, 2.0214750325454603E+004, 6.9999999997899509E-001, 2.8000000002100500E-001, 1.9999999999999907E-002, 1.5900014340592554E+000, 5.2875682524126033E-001, 8.6110388883208500E-005, 9.9985700030647088E-011, 2.2021871180309519E-001, 2.2021871180309519E-001, 3.4500025619224090E-001, 2.2021868775874620E-001 
507, 9.7334532475175195E-001, 4.6960440009333049E-001, -1.2300329335504394E+000, 6.7752543665815814E+000, 1.3700279442716225E+001, 1.3671807827758126E+001, 2.0213462230794619E+004, 6.9999999997695328E-001, 2.8000000002304681E-001, 1.9999999999999907E-002, 1.5902908584771691E+000, 5.2595504973317286E-001, 9.4304524243093093E-005, 1.3226172992838215E-010, 2.2039885621499922E-001, 2.2039885621499922E-001, 3.4520624493964752E-001, 2.2039884408466659E-001 
508, 9.7248220211815539E-001, 4.6784451925286491E-001, -1.2146515672863205E+000, 6.7795642052083158E+000, 1.3719816044205041E+001, 1.3691499640545571E+001, 2.0212127294684091E+004, 6.9999999997471973E-001, 2.8000000002528036E-001, 1.9999999999999907E-002, 1.5905779323862419E+000, 5.2319012801200004E-001, 1.0324962390009208E-004, 1.7478728412737944E-010, 2.2058363866978734E-001, 2.2058363866978734E-001, 3.4541017457845696E-001, 2.2058363606500780E-001 
509, 9.7159415381986425E-001, 4.6607539040414175E-001, -1.1992926994467648E+000, 6.7838729521299230E+000, 1.3739330721598536E+001, 1.3711167479124530E+001, 2.0210743779681743E+004, 6.9999999997227713E-001, 2.8000000002772291E-001, 2.0000000000000018E-002, 1.5908618762633275E+000, 5.2046749167284811E-001, 1.1301303189382040E-004, 2.3077059196728317E-010, 2.2077555712782415E-001, 2.2077555712782415E-001, 3.4561147619855809E-001, 2.2077556122923733E-001 
510, 9.7068048450721223E-001, 4.6429680554717423E-001, -1.1839551354967519E+000, 6.7881811453229934E+000, 1.3758825109883576E+001, 1.3730812968974869E+001, 2.0209309902827048E+004, 6.9999999996960638E-001, 2.8000000003039377E-001, 1.9999999999999796E-002, 1.5911423320426499E+000, 5.1779210299108180E-001, 1.2366796187317363E-004, 3.0441203638064660E-010, 2.2097698209875280E-001, 2.2097698209875280E-001, 3.4581005288514444E-001, 2.2097697801580959E-001 
511, 9.6974047851460565E-001, 4.6250855306562311E-001, -1.1686383020274420E+000, 6.7924893607594301E+000, 1.3778300820112628E+001, 1.3750437700323939E+001, 2.0207823927398917E+004, 6.9999999996668638E-001, 2.8000000003331382E-001, 1.9999999999999796E-002, 1.5914194952475533E+000, 5.1516868090331180E-001, 1.3529401445832299E-004, 4.0120814554622165E-010, 2.2119010023782498E-001, 2.2119010023782498E-001, 3.4600631079552169E-001, 2.2119008833155762E-001 
512, 9.6877339933445505E-001, 4.6071041527253170E-001, -1.1533415965978067E+000, 6.7967982088908787E+000, 1.3797759431592469E+001, 1.3770043221045349E+001, 2.0206284105996721E+004, 6.9999999996349449E-001, 2.8000000003650560E-001, 1.9999999999999907E-002, 1.5916933883662123E+000, 5.1260195576721435E-001, 1.4797791756041912E-004, 5.2834880971246934E-010, 2.2141701737961847E-001, 2.2141701737961847E-001, 3.4620075985444837E-001, 2.2141700783161564E-001 
513, 9.6777848985708725E-001, 4.5890216998867372E-001, -1.1380642010201651E+000, 6.8011083290696925E+000, 1.3817202472283579E+001, 1.3789631017509427E+001, 2.0204688601281756E+004, 6.9999999996000595E-001, 2.8000000003999398E-001, 2.0000000000000018E-002, 1.5919637860358116E+000, 5.1009656705350481E-001, 1.6181424742935482E-004, 6.9523561924101381E-010, 2.2165979240536537E-001, 2.2165979240536537E-001, 3.4639378481617161E-001, 2.2165979209184350E-001 
514, 9.6675497319865855E-001, 4.5708359383147673E-001, -1.1228050876140008E+000, 6.8054203730486940E+000, 1.3836631410342616E+001, 1.3809202510131659E+001, 2.0203035469852290E+004, 6.9999999995619389E-001, 2.8000000004380632E-001, 1.9999999999999796E-002, 1.5922306342140919E+000, 5.0765382937449433E-001, 1.7690614565286984E-004, 9.1415765304303974E-010, 2.2191973368909249E-001, 2.2191973368909249E-001, 3.4658531251801833E-001, 2.2191974289802821E-001 
515, 9.6570205203829051E-001, 4.5525446268317893E-001, -1.1075632445356733E+000, 6.8097349654061672E+000, 1.3856047663971010E+001, 1.3828759074267063E+001, 2.0201322671683327E+004, 6.9999999995202800E-001, 2.8000000004797210E-001, 1.9999999999999907E-002, 1.5924941909232107E+000, 5.0526845125991138E-001, 1.9336594249684468E-004, 1.2011704170337561E-009, 2.2219600550592247E-001, 2.2219600550592247E-001, 3.4677449958600226E-001, 2.2219600983018858E-001 
516, 9.6461890756412227E-001, 4.5341455061617608E-001, -1.0923378648616306E+000, 6.8140526756582194E+000, 1.3875452613482752E+001, 1.3848302060099849E+001, 2.0199548111441654E+004, 6.9999999994747675E-001, 2.8000000005252329E-001, 2.0000000000000018E-002, 1.5927547085544140E+000, 5.0293431452007442E-001, 2.1131580725125963E-004, 1.5772390451090936E-009, 2.2248616144245964E-001, 2.2248616144245964E-001, 3.4696034541513937E-001, 2.2248616027591289E-001 
517, 9.6350469833016605E-001, 4.5156362796637461E-001, -1.0771282214385511E+000, 6.8183740169813936E+000, 1.3894847605853485E+001, 1.3867832797458270E+001, 2.0197709654460436E+004, 6.9999999994250461E-001, 2.8000000005749531E-001, 2.0000000000000018E-002, 1.5930120141471307E+000, 5.0064538348479504E-001, 2.3088862344139977E-004, 2.0697271349166154E-009, 2.2278763004945162E-001, 2.2278763004945162E-001, 3.4714216366754352E-001, 2.2278763522275996E-001 
518, 9.6235855987855501E-001, 4.4970146127568195E-001, -1.0619333772624431E+000, 6.8226994464632771E+000, 1.3914233951762846E+001, 1.3887352592249645E+001, 2.0195805096190783E+004, 6.9999999993707296E-001, 2.8000000006292686E-001, 2.0000000000000240E-002, 1.5932654769612684E+000, 4.9839563194218039E-001, 2.5222905742725851E-004, 2.7143346701104791E-009, 2.2309790121018980E-001, 2.2309790121018980E-001, 3.4732007632242445E-001, 2.2309791438667700E-001 
519, 9.6117960442610206E-001, 4.4782781456336773E-001, -1.0505196358435538E+000, 6.8259357639395999E+000, 1.3928781081700555E+001, 1.3902001804326648E+001, 2.0193832103789799E+004, 6.9999999993267870E-001, 2.8000000006732129E-001, 2.0000000000000018E-002, 1.5934595450213502E+000, 4.9675647340529022E-001, 2.6946984824722457E-004, 3.3234098226862991E-009, 2.2341900797955247E-001, 2.2341900797955247E-001, 3.4745659833584852E-001, 2.2341902431142965E-001 
520, 9.6057326223285744E-001, 4.4687998811274271E-001, -1.0429318415673603E+000, 6.8281017064858247E+000, 1.3938468890347337E+001, 1.3911754662599703E+001, 2.0192812081114098E+004, 6.9999999992957995E-001, 2.8000000007041997E-001, 2.0000000000000018E-002, 1.5935831038984523E+000, 4.9565588083722384E-001, 2.8161157745058406E-004, 3.8042231199210499E-009, 2.2358283854577315E-001, 2.2358283854577315E-001, 3.4754407679647931E-001, 2.2358285033336484E-001 
521, 9.5996692003961281E-001, 4.4594249296378469E-001, -1.0315824772384943E+000, 6.8313640995709308E+000, 1.3952985913687185E+001, 1.3926364618417066E+001, 2.0191788443277073E+004, 6.9999999992466255E-001, 2.8000000007533710E-001, 2.0000000000000351E-002, 1.5937594870127652E+000, 4.9399071422120133E-001, 3.0085722315315673E-004, 4.6602638215563439E-009, 2.2374043856049391E-001, 2.2374043856049391E-001, 3.4767003100187577E-001, 2.2374044341149946E-001 
522, 9.5871956979518536E-001, 4.4404517481267530E-001, -1.0164247304717080E+000, 6.8357040128700621E+000, 1.3972353844425481E+001, 1.3945859191856911E+001, 2.0189671264868077E+004, 6.9999999991758810E-001, 2.8000000008241160E-001, 2.0000000000000240E-002, 1.5940004532210694E+000, 4.9182371639857447E-001, 3.2850247120489281E-004, 6.1013408899394768E-009, 2.2405797106724840E-001, 2.2405797106724840E-001, 3.4784363095896620E-001, 2.2405796489348254E-001 
523, 9.5743659128390246E-001, 4.4213565752881140E-001, -1.0012785448251773E+000, 6.8400493224739032E+000, 1.3991718044980283E+001, 1.3965347829456224E+001, 2.0187478399691940E+004, 6.9999999990986317E-001, 2.8000000009013648E-001, 2.0000000000000351E-002, 1.5942379232794615E+000, 4.8967240732585016E-001, 3.5863219197800815E-004, 7.9837877300164115E-009, 2.2437986344704786E-001, 2.2437986344704786E-001, 3.4801520671975633E-001, 2.2437983529586594E-001 
524, 9.5611699743731393E-001, 4.4021369246219028E-001, -9.8614404256001831E-001, 6.8444002227023555E+000, 1.4011079638318662E+001, 1.3984831701949284E+001, 2.0185207504310885E+004, 6.9999999990142869E-001, 2.8000000009857062E-001, 2.0000000000000684E-002, 1.5944718617542579E+000, 4.8753084287318588E-001, 3.9146528580683856E-004, 1.0441571110614058E-008, 2.2469886838151715E-001, 2.2469886838151715E-001, 3.4818324438720955E-001, 2.2469883593505335E-001 
525, 9.5475977647970889E-001, 4.3827902570937366E-001, -9.7102025269509551E-001, 6.8487568557485838E+000, 1.4030439695366205E+001, 1.4004311936779066E+001, 2.0182856124769587E+004, 6.9999999989222084E-001, 2.8000000010777842E-001, 2.0000000000000684E-002, 1.5947016190120917E+000, 4.8539358142392836E-001, 4.2724042404890087E-004, 1.3648974298102625E-008, 2.2501284323954962E-001, 2.2501284323954962E-001, 3.4834768361109553E-001, 2.2501282235216305E-001 
526, 9.5336389125882881E-001, 4.3633140258732578E-001, -9.5965632108773613E-001, 6.8520176122358070E+000, 1.4044972505748953E+001, 1.4018936957552627E+001, 2.0180421444498326E+004, 6.9999999988477313E-001, 2.8000000011522613E-001, 2.0000000000000684E-002, 1.5948776687171897E+000, 4.8381424934894163E-001, 4.5612891869505783E-004, 1.6672124205862138E-008, 2.2532490076246003E-001, 2.2532490076246003E-001, 3.4847390018789121E-001, 2.2532488868011658E-001 
527, 9.5264608492352187E-001, 4.3534580225811320E-001, -9.5210075522818349E-001, 6.8542001185695112E+000, 1.4054652286832054E+001, 1.4028675348815696E+001, 2.0179163225849265E+004, 6.9999999987952388E-001, 2.8000000012047505E-001, 2.0000000000001128E-002, 1.5949892066337243E+000, 4.8274557724458084E-001, 4.7646360683405300E-004, 1.9054187399997095E-008, 2.2547949955189073E-001, 2.2547949955189073E-001, 3.4855421663533576E-001, 2.2547948890652666E-001 
528, 9.5192827858821494E-001, 4.3437061848110564E-001, -9.4079824267178891E-001, 6.8574876958866424E+000, 1.4069159378441482E+001, 1.4043265932850293E+001, 2.0177900737236869E+004, 6.9999999987119865E-001, 2.8000000012880011E-001, 2.0000000000001239E-002, 1.5951476826676418E+000, 4.8111949068613041E-001, 5.0867973251098476E-004, 2.3287066466250722E-008, 2.2562530180605903E-001, 2.2562530180605903E-001, 3.4866879604847861E-001, 2.2562528919747124E-001 
529, 9.5045184876613897E-001, 4.3239632757749741E-001, -9.2569754302377971E-001, 6.8618620939568427E+000, 1.4088520781671562E+001, 1.4062741579118503E+001, 2.0175290450769222E+004, 6.9999999985922401E-001, 2.8000000014077431E-001, 2.0000000000001683E-002, 1.5953654707712031E+000, 4.7898827957509443E-001, 5.5493356512567322E-004, 3.0394979108859515E-008, 2.2591486449397538E-001, 2.2591486449397538E-001, 3.4882586129255744E-001, 2.2591486000287778E-001 
530, 9.4893348558011303E-001, 4.3040832614479452E-001, -9.1060257115266419E-001, 6.8662426601669573E+000, 1.4107884462819580E+001, 1.4082217620839929E+001, 2.0172587810811754E+004, 6.9999999984615646E-001, 2.8000000015384130E-001, 2.0000000000002238E-002, 1.5955817882227796E+000, 4.7686686894743596E-001, 6.0531305760776655E-004, 3.9653396098597347E-008, 2.2620687682093624E-001, 2.2620687682093624E-001, 3.4897997231038791E-001, 2.2620687695709343E-001 
531, 9.4737204676327147E-001, 4.2840636370517882E-001, -8.9551262530598674E-001, 6.8706295737706089E+000, 1.4127251230440221E+001, 1.4101694892965570E+001, 2.0169789739574666E+004, 6.9999999983189620E-001, 2.8000000016810062E-001, 2.0000000000003126E-002, 1.5957969884549654E+000, 4.7475964294103490E-001, 6.6018136214783941E-004, 5.1707663649204403E-008, 2.2649862733637849E-001, 2.2649862733637849E-001, 3.4913109624326194E-001, 2.2649863030321393E-001 
532, 9.4576636488958221E-001, 4.2639019130485489E-001, -8.8042699537943603E-001, 6.8750230440236120E+000, 1.4146621812450555E+001, 1.4121174137194455E+001, 2.0166893031560339E+004, 6.9999999981633632E-001, 2.8000000018365961E-001, 2.0000000000004015E-002, 1.5960098619174954E+000, 4.7267113475231987E-001, 7.1993368089457441E-004, 6.7395450630790776E-008, 2.2679257613970055E-001, 2.2679257613970055E-001, 3.4927983078428948E-001, 2.2679257822756305E-001 
533, 9.4411524855869611E-001, 4.2435956338291769E-001, -8.6908731856039023E-001, 6.8783121830220351E+000, 1.4161166794522563E+001, 1.4135802763629787E+001, 2.0163894374766969E+004, 6.9999999980375405E-001, 2.8000000019624083E-001, 2.0000000000005125E-002, 1.5961734099490230E+000, 4.7114131246260937E-001, 7.6816590983399516E-004, 8.2149159975404639E-008, 2.2709489220343351E-001, 2.2709489220343351E-001, 3.4939509910726868E-001, 2.2709489681054784E-001 
